date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:06:55	143880/143880	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2024%20Dec%202022%2007:10:54%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/js/jquery-1.9.0.js	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/js/jquery-1.9.0.js	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:55	45821/45821	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2024%20Dec%202022%2007:10:54%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/js/jquery-ui-1.10.0.custom.js	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/js/jquery-ui-1.10.0.custom.js	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:56	7942/7942	---M-Z	200	added ('OK')	text/css	etag:%221f06-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/style.css	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/css/style.css	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:56	1090/1090	---M-Z	200	added ('OK')	text/css	etag:%22442-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/default.css	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/css/default.css	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:56	4068/4068	---M-Z	200	added ('OK')	text/css	etag:%22fe4-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/main.css	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/css/main.css	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:56	59/59	---M--	200	added ('OK')	text/css	etag:%223b-5bda744340040%22	https://crsorgi.gov.in/web/css/jquery.ui.all.css	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/css/jquery.ui.all.css	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:57	14845/14845	---M-Z	200	added ('OK')	text/css	etag:%2239fd-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/jquery-ui-1.10.0.custom.css	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/css/jquery-ui-1.10.0.custom.css	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:57	1920/1920	---M-Z	200	added ('OK')	text/css	etag:%22780-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/login_style.css	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/css/login_style.css	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:57	24752/24752	---M-Z	200	added ('OK')	application/javascript	etag:%2260b0-5bda744710940-gzip%22	https://crsorgi.gov.in/web/js/mm_menu.js	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/js/mm_menu.js	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:57	143880/143880	---M-Z	200	added ('OK')	application/javascript	etag:%2223208-5bda744710940-gzip%22	https://crsorgi.gov.in/web/js/jquery-1.9.0.js	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/js/jquery-1.9.0.js	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:58	2543/2543	---M-Z	200	added ('OK')	application/javascript	etag:%229ef-5bda744710940-gzip%22	https://crsorgi.gov.in/web/js/json_parse.js	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/js/json_parse.js	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:58	5007/5007	---M-Z	200	added ('OK')	application/javascript	etag:%22138f-5bda744710940-gzip%22	https://crsorgi.gov.in/web/js/jquery.ui.core.js	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/js/jquery.ui.core.js	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:58	124104/124104	---M-Z	200	added ('OK')	application/javascript	etag:%221e4c8-5bda744710940-gzip%22	https://crsorgi.gov.in/web/js/jquery-1.5.1.js	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/js/jquery-1.5.1.js	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:58	25189/25189	---M-Z	200	added ('OK')	application/javascript	etag:%226265-5bda744710940-gzip%22	https://crsorgi.gov.in/web/js/jquery.validate.js	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/js/jquery.validate.js	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:06:59	3716/3716	---M-Z	200	added ('OK')	application/javascript	etag:%22e84-5bda74461c700-gzip%22	https://crsorgi.gov.in/web/js/base64EncodeDecode.js	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/js/base64EncodeDecode.js	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:07:01	4497/4497	---M--	200	added ('OK')	image/gif	date:Sat,%2024%20Dec%202022%2007:10:54%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/emb-forms.gif	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/emb-forms.gif	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:07:01	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:02%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/header-top-strip.jpg	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/header-top-strip.1b.delayed	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/style.css)
14:07:01	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:02%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/herader-right-bg.jpg	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/herader-right-bg.jpg	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/style.css)
14:07:01	52981/52981	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Dec%202022%2007:10:54%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/logo-top.jpg	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/logo-top.jpg	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/B/bWF4VExRZC9GTnhBWkhtZTNrdWhUZz09.php?id=19001&cont=Anjsjdn)
14:07:02	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:03%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/top-menu-bg.jpg	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/top-menu-bg.jpg	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/style.css)
14:07:02	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:03%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/top-title-strip.jpg	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/top-title-strip.jpg	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/style.css)
14:07:02	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:03%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/doted-bull.gif	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/doted-bull.gif	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/style.css)
14:07:03	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:04%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/none-bull.gif	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/none-bull.gif	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/style.css)
14:07:03	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:04%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/welcome-strip-bg.jpg	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/welcome-strip-bg.jpg	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/style.css)
14:07:03	1225/1225	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Dec%202022%2007:10:54%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/form-title-strip.jpg	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/form-title-strip.jpg	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/style.css)
14:07:03	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:04%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/water-mark.gif	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/water-mark.gif	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/style.css)
14:07:04	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:05%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/busy.gif	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/busy.gif	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/style.css)
14:07:04	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:05%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/cla-edit.jpg	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/cla-edit.jpg	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/style.css)
14:07:04	1434/1434	---M--	200	added ('OK')	image/gif	date:Sat,%2024%20Dec%202022%2007:10:54%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/btn-bg.gif	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/btn-bg.gif	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/main.css)
14:07:05	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:06%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/refresh1.png	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/refresh1.png	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/main.css)
14:07:05	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:06%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/tooltip-arrow.gif	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/tooltip-arrow.gif	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/main.css)
14:07:05	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:06%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/submit-btn.jpg	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/images/submit-btn.jpg	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/main.css)
14:07:06	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:07%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/jquery.ui.base.css	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/jquery.ui.base.css	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/jquery.ui.all.css)
14:07:06	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2020%20Jan%202023%2008:37:07%20GMT	http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/jquery.ui.theme.css	C:/My%20Web%20Sites/L/crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/jquery.ui.theme.css	(from http://crsorsgi-govt.in/web/index.php/auth/birthCertificate/view/css/jquery.ui.all.css)
14:07:06	1230/1230	---M--	200	added ('OK')	image/jpeg	etag:%224ce-5bda744434280%22	https://crsorgi.gov.in/web/images/header-top-strip.jpg	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/header-top-strip.jpg	(from https://crsorgi.gov.in/web/css/style.css)
14:07:06	28079/28079	---M--	200	added ('OK')	image/jpeg	etag:%226daf-5bda744434280%22	https://crsorgi.gov.in/web/images/herader-right-bg.jpg	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/herader-right-bg.jpg	(from https://crsorgi.gov.in/web/css/style.css)
14:07:07	1180/1180	---M--	200	added ('OK')	image/jpeg	etag:%2249c-5bda7445284c0%22	https://crsorgi.gov.in/web/images/top-menu-bg.jpg	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/top-menu-bg.jpg	(from https://crsorgi.gov.in/web/css/style.css)
14:07:07	15942/15942	---M--	200	added ('OK')	image/jpeg	etag:%223e46-5bda7445284c0%22	https://crsorgi.gov.in/web/images/top-title-strip.jpg	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/top-title-strip.jpg	(from https://crsorgi.gov.in/web/css/style.css)
14:07:07	1306/1306	---M--	200	added ('OK')	image/gif	etag:%2251a-5bda744434280%22	https://crsorgi.gov.in/web/images/doted-bull.gif	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/doted-bull.gif	(from https://crsorgi.gov.in/web/css/style.css)
14:07:07	2085/2085	---M--	200	added ('OK')	image/gif	etag:%22825-5bda7445284c0%22	https://crsorgi.gov.in/web/images/none-bull.gif	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/none-bull.gif	(from https://crsorgi.gov.in/web/css/style.css)
14:07:08	1168/1168	---M--	200	added ('OK')	image/jpeg	etag:%22490-5bda7445284c0%22	https://crsorgi.gov.in/web/images/welcome-strip-bg.jpg	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/welcome-strip-bg.jpg	(from https://crsorgi.gov.in/web/css/style.css)
14:07:08	1225/1225	---M--	200	added ('OK')	image/jpeg	etag:%224c9-5bda744434280%22	https://crsorgi.gov.in/web/images/form-title-strip.jpg	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/form-title-strip.jpg	(from https://crsorgi.gov.in/web/css/style.css)
14:07:08	26275/26275	---M--	200	added ('OK')	image/gif	etag:%2266a3-5bda7445284c0%22	https://crsorgi.gov.in/web/images/water-mark.gif	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/water-mark.gif	(from https://crsorgi.gov.in/web/css/style.css)
14:07:08	2608/2608	---M--	200	added ('OK')	image/gif	etag:%22a30-5bda744434280%22	https://crsorgi.gov.in/web/images/busy.gif	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/busy.gif	(from https://crsorgi.gov.in/web/css/style.css)
14:07:08	7963/7963	---M--	200	added ('OK')	image/jpeg	etag:%221f1b-5bda744434280%22	https://crsorgi.gov.in/web/images/cla-edit.jpg	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/cla-edit.jpg	(from https://crsorgi.gov.in/web/css/style.css)
14:07:09	1434/1434	---M--	200	added ('OK')	image/gif	etag:%2259a-5bda744434280%22	https://crsorgi.gov.in/web/images/btn-bg.gif	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/btn-bg.gif	(from https://crsorgi.gov.in/web/css/main.css)
14:07:09	832/832	---M--	200	added ('OK')	image/png	etag:%22340-5bda7445284c0%22	https://crsorgi.gov.in/web/images/refresh1.png	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/refresh1.png	(from https://crsorgi.gov.in/web/css/main.css)
14:07:09	62/62	---M--	200	added ('OK')	image/gif	etag:%223e-5bda7445284c0%22	https://crsorgi.gov.in/web/images/tooltip-arrow.gif	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/tooltip-arrow.gif	(from https://crsorgi.gov.in/web/css/main.css)
14:07:09	16081/16081	---M--	200	added ('OK')	image/jpeg	etag:%223ed1-5bda7445284c0%22	https://crsorgi.gov.in/web/images/submit-btn.jpg	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/submit-btn.jpg	(from https://crsorgi.gov.in/web/css/main.css)
14:07:10	156/156	---M-Z	200	added ('OK')	text/css	etag:%229c-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/jquery.ui.base.css	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/css/jquery.ui.base.css	(from https://crsorgi.gov.in/web/css/jquery.ui.all.css)
14:07:10	14639/14639	---M-Z	200	added ('OK')	text/css	etag:%22392f-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/jquery.ui.theme.css	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/css/jquery.ui.theme.css	(from https://crsorgi.gov.in/web/css/jquery.ui.all.css)
14:07:10	3769/3769	---M--	200	added ('OK')	image/jpeg	etag:%22eb9-5bda744434280%22	https://crsorgi.gov.in/web/images/login-btn.jpg	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/login-btn.jpg	(from https://crsorgi.gov.in/web/css/login_style.css)
14:07:10	1745/1745	---M-Z	200	added ('OK')	text/css	etag:%226d1-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/jquery.ui.button.css	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/css/jquery.ui.button.css	(from https://crsorgi.gov.in/web/css/jquery.ui.base.css)
14:07:11	3298/3298	---M-Z	200	added ('OK')	text/css	etag:%22ce2-5bda744340040-gzip%22	https://crsorgi.gov.in/web/css/jquery.ui.datepicker.css	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/css/jquery.ui.datepicker.css	(from https://crsorgi.gov.in/web/css/jquery.ui.base.css)
14:07:11	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-5bda7445284c0%22	https://crsorgi.gov.in/web/images/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/ui-icons_222222_256x240.png	(from https://crsorgi.gov.in/web/css/jquery.ui.theme.css)
14:07:11	123/123	---M--	200	added ('OK')	image/png	etag:%227b-5bda7445284c0%22	https://crsorgi.gov.in/web/images/ui-icons_888888_256x240.png	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/ui-icons_888888_256x240.png	(from https://crsorgi.gov.in/web/css/jquery.ui.theme.css)
14:07:11	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-5bda7445284c0%22	https://crsorgi.gov.in/web/images/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/ui-icons_454545_256x240.png	(from https://crsorgi.gov.in/web/css/jquery.ui.theme.css)
14:07:11	123/123	---M--	200	added ('OK')	image/png	etag:%227b-5bda7445284c0%22	https://crsorgi.gov.in/web/images/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/ui-icons_2e83ff_256x240.png	(from https://crsorgi.gov.in/web/css/jquery.ui.theme.css)
14:07:12	123/123	---M--	200	added ('OK')	image/png	etag:%227b-5bda7445284c0%22	https://crsorgi.gov.in/web/images/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/ui-icons_cd0a0a_256x240.png	(from https://crsorgi.gov.in/web/css/jquery.ui.theme.css)
14:07:12	123/123	---M--	200	added ('OK')	image/png	etag:%227b-5bda7445284c0%22	https://crsorgi.gov.in/web/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/L/crsorgi.gov.in/web/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://crsorgi.gov.in/web/css/jquery.ui.theme.css)
